id,text,module,section
UAV-00121,The throttle manager shall limit the motor current at 200 Hz.,Propulsion,Engine and Thrust
UAV-00122,The cooling fan shall energize the thermal trend above 5 degrees Celsius.,Thermal,Thermal Management
UAV-00123,The glideslope tracker shall capture the sink rate when criteria are not met.,Autoland,Automatic Landing
UAV-00124,The emergency logic shall select the active failsafe mode through a reset.,Failsafe,Emergency and Failsafe
UAV-00125,The fence enforcer shall command waypoint acceptance during all flight phases.,Geofence,Geofencing and Airspace
UAV-00126,The emergency logic shall command mission commands when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00127,The charge estimator shall monitor the pack current under fault conditions.,Power,Electrical Power
UAV-00128,The position estimator shall validate the track angle within 10 meters CEP.,Navigation,Position Estimation
UAV-00129,The downlink formatter shall assemble the telemetry frame to detect drops.,Telemetry,Telemetry and Logging
UAV-00130,The fault manager shall report a power-on self test within each control frame.,Health,Health Monitoring
UAV-00131,The containment module shall enforce the distance to the edge when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-00132,The downlink formatter shall downlink the vehicle state with the mission clock.,Telemetry,Telemetry and Logging
UAV-00133,The bus controller shall switch the backup battery across both buses.,Power,Electrical Power
UAV-00134,The operator display shall annunciate safety-critical commands with an acknowledgement.,GroundStation,Ground Control Interface
UAV-00135,The link monitor shall buffer the bit error rate to fit the bandwidth.,Datalink,Communications Link
UAV-00136,The secondary radio shall select the bit error rate after a signal dropout.,Datalink,Communications Link
UAV-00137,The fuel system shall compute the endurance estimate between tanks.,Fuel,Fuel Management
UAV-00138,The frame assembler shall compress the storage remaining to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-00139,The payload manager shall slew the camera line of sight to 3 degrees per second.,Payload,Payload and Imaging
UAV-00140,The thermal regulator shall command an over-temperature warning at 10 Hz.,Thermal,Thermal Management
UAV-00141,The temperature monitor shall log the thermal trend within the qualified range.,Thermal,Thermal Management
UAV-00142,The quantity gauge shall report a fuel leak for the current mission.,Fuel,Fuel Management
UAV-00143,The stability augmenter shall track the load factor as a function of airspeed.,FlightControl,Stability and Control
UAV-00144,The flight plan store shall resume the waypoint count after a manual override.,Mission,Mission Management
UAV-00145,The link monitor shall detect the command uplink after a signal dropout.,Datalink,Communications Link
UAV-00146,The built-in test shall detect the watchdog to the ground station.,Health,Health Monitoring
UAV-00147,The dead-reckoning module shall monitor the tracked satellite count during GPS outages.,Navigation,Position Estimation
UAV-00148,The mission manager shall sequence the mission phases before storing.,Mission,Mission Management
UAV-00149,The fence enforcer shall load the altitude ceiling during all flight phases.,Geofence,Geofencing and Airspace
UAV-00150,The payload controller shall limit the gimbal slew rate when battery is low.,Payload,Payload and Imaging
UAV-00151,The downlink formatter shall downlink full-rate flight data to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-00152,The payload controller shall capture the camera line of sight against airframe motion.,Payload,Payload and Imaging
UAV-00153,The throttle manager shall regulate the overspeed condition within 120 percent.,Propulsion,Engine and Thrust
UAV-00154,The charge estimator shall switch the remaining flight time when charge drops below 95 percent.,Power,Electrical Power
UAV-00155,The battery monitor shall protect the state of charge at 4 Hz.,Power,Electrical Power
UAV-00156,The boundary checker shall report a breach alert on a hard limit.,Geofence,Geofencing and Airspace
UAV-00157,The watchdog timer shall inhibit the vehicle health status to the ground station.,Health,Health Monitoring
UAV-00158,The optical head shall stabilize the field of view with position metadata.,Payload,Payload and Imaging
UAV-00159,The command console shall throttle every operator command to the vehicle time.,GroundStation,Ground Control Interface
UAV-00160,The mission sequencer shall store the mission-ready flag before storing.,Mission,Mission Management
UAV-00161,The downlink scheduler shall buffer a loss of link to fit the bandwidth.,Datalink,Communications Link
UAV-00162,The navigation processor shall estimate the inertial drift in the WGS84 reference frame.,Navigation,Position Estimation
UAV-00163,The uplink decoder shall throttle the received signal strength to fit the bandwidth.,Datalink,Communications Link
UAV-00164,The uplink decoder shall report the command uplink with the ground station.,Datalink,Communications Link
UAV-00165,The camera gimbal shall capture the payload power at the commanded rate.,Payload,Payload and Imaging
UAV-00166,The airspace manager shall report a corrective maneuver during all flight phases.,Geofence,Geofencing and Airspace
UAV-00167,The airspace manager shall limit the altitude ceiling for the operating area.,Geofence,Geofencing and Airspace
UAV-00168,The position estimator shall output the position uncertainty in the WGS84 reference frame.,Navigation,Position Estimation
UAV-00169,The waypoint validator shall resume the upload buffer on operator command.,Mission,Mission Management
UAV-00170,The thermal regulator shall derate payload activity within the qualified range.,Thermal,Thermal Management
UAV-00171,The navigation processor shall validate the track angle at 5 Hz.,Navigation,Position Estimation
UAV-00172,The fence enforcer shall limit the geofence boundary of 30 meters.,Geofence,Geofencing and Airspace
UAV-00173,The dead-reckoning module shall monitor the navigation solution in the WGS84 reference frame.,Navigation,Position Estimation
UAV-00174,The power management unit shall distribute the remaining flight time to the backup source.,Power,Electrical Power
UAV-00175,The secondary radio shall throttle a loss of link with the ground station.,Datalink,Communications Link
UAV-00176,The navigation filter shall estimate the aircraft position within 3 meters CEP.,Navigation,Position Estimation
UAV-00177,The tank selector shall transfer a fuel leak during cruise.,Fuel,Fuel Management
UAV-00178,The access controller shall reject every uplink command on repeated failures.,Security,Command Authentication
UAV-00179,The fence enforcer shall load the airspace boundaries near a no-fly zone.,Geofence,Geofencing and Airspace
UAV-00180,The transfer pump shall report the endurance estimate during cruise.,Fuel,Fuel Management
UAV-00181,The fault manager shall record a failed sensor within each control frame.,Health,Health Monitoring
UAV-00182,The landing sequencer shall execute the flare maneuver on the approach path.,Autoland,Automatic Landing
UAV-00183,The flight plan store shall resume the waypoint count from takeoff to recovery.,Mission,Mission Management
UAV-00184,The link-loss handler shall transition mission commands on loss of link.,Failsafe,Emergency and Failsafe
UAV-00185,The approach manager shall capture the approach speed before the flare.,Autoland,Automatic Landing
UAV-00186,The containment module shall maintain the distance to the edge during all flight phases.,Geofence,Geofencing and Airspace
UAV-00187,The upload handler shall resume the waypoint count on operator command.,Mission,Mission Management
UAV-00188,The engine monitor shall protect the spin-up sequence to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-00189,The boundary checker shall enforce the geofence boundary when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-00190,The message validator shall decrypt the session key with a keyed checksum.,Security,Command Authentication
UAV-00191,The touchdown monitor shall command the glideslope before the flare.,Autoland,Automatic Landing
UAV-00192,The flow sensor shall isolate the center of gravity for the current mission.,Fuel,Fuel Management
UAV-00193,The contingency handler shall command mission commands when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00194,The flight data recorder shall downlink the vehicle state at the configured rate.,Telemetry,Telemetry and Logging
UAV-00195,The bay heater shall derate active cooling during sustained load.,Thermal,Thermal Management
UAV-00196,The payload manager shall limit the field of view against airframe motion.,Payload,Payload and Imaging
UAV-00197,The upload handler shall store the active mission on operator command.,Mission,Mission Management
UAV-00198,The propulsion controller shall ramp the propeller thrust at 1 Hz.,Propulsion,Engine and Thrust
UAV-00199,The route planner shall preserve the upload buffer before storing.,Mission,Mission Management
UAV-00200,The storage controller shall prioritize critical status fields when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-00201,The route planner shall abort the uploaded mission plan from takeoff to recovery.,Mission,Mission Management
UAV-00202,The control mixer shall limit the roll-rate command to 15 g.,FlightControl,Stability and Control
UAV-00203,The approach manager shall capture the sink rate before the flare.,Autoland,Automatic Landing
UAV-00204,The telemetry encoder shall record critical status fields when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-00205,The command console shall annunciate the active mission plan with an acknowledgement.,GroundStation,Ground Control Interface
UAV-00206,The landing sequencer shall align the runway centerline before the flare.,Autoland,Automatic Landing
UAV-00207,The inner control loop shall limit the load factor to 2 g.,FlightControl,Stability and Control
UAV-00208,The camera gimbal shall command a geo-referenced target to 3 degrees per second.,Payload,Payload and Imaging
UAV-00209,The load manager shall monitor the cell balance when charge drops below 95 percent.,Power,Electrical Power
UAV-00210,The operator interface shall present the vehicle state on the operator display.,GroundStation,Ground Control Interface
UAV-00211,The camera gimbal shall hold the field of view before landing.,Payload,Payload and Imaging
UAV-00212,The fault manager shall detect the diagnostic log at 200 Hz.,Health,Health Monitoring
UAV-00213,The cooling fan shall maintain an over-temperature warning for each zone.,Thermal,Thermal Management
UAV-00214,The flare logic shall align the sink rate when criteria are not met.,Autoland,Automatic Landing
UAV-00215,The telemetry encoder shall flush the storage remaining at the configured rate.,Telemetry,Telemetry and Logging
UAV-00216,The navigation processor shall estimate the position uncertainty without operator input.,Navigation,Position Estimation
UAV-00217,The inner control loop shall schedule the control gains within the deflection envelope.,FlightControl,Stability and Control
UAV-00218,The surface controller shall hold the commanded attitude to coordinate turns.,FlightControl,Stability and Control
UAV-00219,The stability augmenter shall revert a degraded control mode to coordinate turns.,FlightControl,Stability and Control
UAV-00220,The propulsion controller shall command the engine RPM to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-00221,The ground control station shall log every operator command on the moving map.,GroundStation,Ground Control Interface
UAV-00222,The secondary radio shall select a loss of link to fit the bandwidth.,Datalink,Communications Link
UAV-00223,The failsafe manager shall transition the nearest recovery point through a reset.,Failsafe,Emergency and Failsafe
UAV-00224,The temperature monitor shall maintain the battery heater at 5 Hz.,Thermal,Thermal Management
UAV-00225,The power management unit shall distribute the state of charge when charge drops below 70 percent.,Power,Electrical Power
UAV-00226,The autoland controller shall deploy the approach speed when criteria are not met.,Autoland,Automatic Landing
UAV-00227,The cryptographic module shall reject the message integrity on repeated failures.,Security,Command Authentication
UAV-00228,The touchdown monitor shall limit the approach speed on the approach path.,Autoland,Automatic Landing
UAV-00229,The system should be user friendly and intuitive to operate.,General,Programmatic
UAV-00230,The recovery controller shall execute the active failsafe mode through a reset.,Failsafe,Emergency and Failsafe
UAV-00231,The navigation filter shall blend the aircraft position in the WGS84 reference frame.,Navigation,Position Estimation
UAV-00232,The propulsion controller shall regulate the propeller thrust during high-thrust phases.,Propulsion,Engine and Thrust
UAV-00233,The status reporter shall detect a critical failure within each control frame.,Health,Health Monitoring
UAV-00234,The operator interface shall log safety-critical commands from an authenticated console.,GroundStation,Ground Control Interface
UAV-00235,The geofence monitor shall maintain a corrective maneuver for the operating area.,Geofence,Geofencing and Airspace
UAV-00236,The containment module shall prevent the geofence boundary for the operating area.,Geofence,Geofencing and Airspace
UAV-00237,The thermal manager shall derate active cooling above 50 degrees Celsius.,Thermal,Thermal Management
UAV-00238,The gimbal stabilizer shall command imagery against airframe motion.,Payload,Payload and Imaging
UAV-00239,The landing sequencer shall align the approach speed to 120 meters per second.,Autoland,Automatic Landing
UAV-00240,The navigation filter shall compute the ground velocity within 50 meters CEP.,Navigation,Position Estimation
UAV-00241,The log manager shall report full-rate flight data when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-00242,The primary radio shall throttle the available bandwidth with the ground station.,Datalink,Communications Link
UAV-00243,The watchdog timer shall inhibit the vehicle health status at 1 Hz.,Health,Health Monitoring
UAV-00244,The security monitor shall deny a replayed sequence counter within 1000 milliseconds.,Security,Command Authentication
UAV-00245,The flight plan store shall store the current waypoint when the limit is exceeded.,Mission,Mission Management
UAV-00246,The log manager shall assemble the storage remaining when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-00247,The storage controller shall timestamp the frame sequence number with the mission clock.,Telemetry,Telemetry and Logging
UAV-00248,The transfer pump shall isolate the remaining fuel quantity within 70 percent.,Fuel,Fuel Management
UAV-00249,The power management unit shall protect the state of charge under fault conditions.,Power,Electrical Power
UAV-00250,The access controller shall reject the command buffer before execution.,Security,Command Authentication
UAV-00251,The flight plan store shall sequence the uploaded mission plan from takeoff to recovery.,Mission,Mission Management
UAV-00252,The frame assembler shall record the storage remaining at the configured rate.,Telemetry,Telemetry and Logging
UAV-00253,The approach manager shall align a go-around to 15 meters per second.,Autoland,Automatic Landing
UAV-00254,The camera gimbal shall stabilize the captured image with position metadata.,Payload,Payload and Imaging
UAV-00255,The safe-state monitor shall annunciate return-to-home for a critical failure.,Failsafe,Emergency and Failsafe
UAV-00256,The autoland controller shall deploy the flare maneuver on the approach path.,Autoland,Automatic Landing
UAV-00257,The optical head shall capture the field of view when battery is low.,Payload,Payload and Imaging
UAV-00258,The cryptographic module shall decrypt an unauthenticated command within 1000 milliseconds.,Security,Command Authentication
UAV-00259,The upload handler shall validate the mission phases when the limit is exceeded.,Mission,Mission Management
UAV-00260,The landing sequencer shall align the flare maneuver at the decision height.,Autoland,Automatic Landing
UAV-00261,The imaging sensor shall tag the captured image to 50 degrees per second.,Payload,Payload and Imaging
UAV-00262,The payload controller shall hold the captured image before landing.,Payload,Payload and Imaging
UAV-00263,The charge estimator shall switch the backup battery to the backup source.,Power,Electrical Power
UAV-00264,The stability augmenter shall stabilize the load factor to coordinate turns.,FlightControl,Stability and Control
UAV-00265,The GPS receiver shall propagate the inertial drift within 30 meters CEP.,Navigation,Position Estimation
UAV-00266,The uplink decoder shall reacquire the command uplink to fit the bandwidth.,Datalink,Communications Link
UAV-00267,The waypoint validator shall abort the current waypoint on operator command.,Mission,Mission Management
UAV-00268,The touchdown monitor shall command the sink rate during crosswind.,Autoland,Automatic Landing
UAV-00269,The touchdown monitor shall deploy propulsion after touchdown when criteria are not met.,Autoland,Automatic Landing
UAV-00270,The transfer pump shall transfer the endurance estimate when reserve is reached.,Fuel,Fuel Management
UAV-00271,The flight plan store shall abort the waypoint count from takeoff to recovery.,Mission,Mission Management
UAV-00272,The optical head shall command the operator pointing angle before landing.,Payload,Payload and Imaging
UAV-00273,The fuel system shall isolate the tank balance between tanks.,Fuel,Fuel Management
UAV-00274,The optical head shall slew the camera line of sight with position metadata.,Payload,Payload and Imaging
UAV-00275,The status reporter shall annunciate the watchdog at startup.,Health,Health Monitoring
UAV-00276,The ground control station shall confirm nuisance alerts in priority order.,GroundStation,Ground Control Interface
UAV-00277,The power management unit shall shed the cell balance at 10 Hz.,Power,Electrical Power
UAV-00278,The stability augmenter shall limit the commanded attitude to coordinate turns.,FlightControl,Stability and Control
UAV-00279,The link monitor shall maintain the available bandwidth after a signal dropout.,Datalink,Communications Link
UAV-00280,The electronic speed controller shall regulate the engine RPM at 1 Hz.,Propulsion,Engine and Thrust
UAV-00281,The tank selector shall monitor the remaining fuel quantity within 5 percent.,Fuel,Fuel Management
UAV-00282,The recovery controller shall transition the nearest recovery point when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00283,The engine monitor shall ramp the commanded throttle under load.,Propulsion,Engine and Thrust
UAV-00284,The optical head shall stow a geo-referenced target when battery is low.,Payload,Payload and Imaging
UAV-00285,The geofence monitor shall load the geofence boundary of 2 meters.,Geofence,Geofencing and Airspace
UAV-00286,The approach manager shall limit the runway centerline during crosswind.,Autoland,Automatic Landing
UAV-00287,The payload manager shall stow the camera line of sight to 3 degrees per second.,Payload,Payload and Imaging
UAV-00288,The secondary radio shall report the bit error rate within 20 milliseconds.,Datalink,Communications Link
UAV-00289,The fuel system shall estimate the fuel flow rate during cruise.,Fuel,Fuel Management
UAV-00290,The flow sensor shall measure the endurance estimate between tanks.,Fuel,Fuel Management
UAV-00291,The key manager shall reject the command buffer with a keyed checksum.,Security,Command Authentication
UAV-00292,The operator interface shall synchronize the active mission plan on the moving map.,GroundStation,Ground Control Interface
UAV-00293,The primary radio shall select the received signal strength at 4 Hz.,Datalink,Communications Link
UAV-00294,The altitude limiter shall maintain the distance to the edge of 2 meters.,Geofence,Geofencing and Airspace
UAV-00295,The message validator shall deny every uplink command with a keyed checksum.,Security,Command Authentication
UAV-00296,The temperature monitor shall maintain the battery heater for each zone.,Thermal,Thermal Management
UAV-00297,The geofence monitor shall load the altitude ceiling of 70 meters.,Geofence,Geofencing and Airspace
UAV-00298,The built-in test shall execute a critical failure to the ground station.,Health,Health Monitoring
UAV-00299,The uplink decoder shall maintain the received signal strength from the channel plan.,Datalink,Communications Link
UAV-00300,The secondary radio shall switch the available bandwidth at 200 Hz.,Datalink,Communications Link
UAV-00301,The boundary checker shall report waypoint acceptance for the operating area.,Geofence,Geofencing and Airspace
UAV-00302,The mission sequencer shall validate the active mission on operator command.,Mission,Mission Management
UAV-00303,The waypoint validator shall store the waypoint count on operator command.,Mission,Mission Management
UAV-00304,The transfer pump shall transfer the remaining fuel quantity for the current mission.,Fuel,Fuel Management
UAV-00305,The glideslope tracker shall command propulsion after touchdown to 10 meters per second.,Autoland,Automatic Landing
UAV-00306,The operator interface shall confirm the displayed clock to the vehicle time.,GroundStation,Ground Control Interface
UAV-00307,The position estimator shall monitor the track angle in the WGS84 reference frame.,Navigation,Position Estimation
UAV-00308,The command console shall log the active mission plan on the moving map.,GroundStation,Ground Control Interface
UAV-00309,The ground control station shall present the vehicle state to the vehicle time.,GroundStation,Ground Control Interface
UAV-00310,The autopilot core shall track the ailerons at 5 Hz.,FlightControl,Stability and Control
UAV-00311,The telemetry encoder shall compress full-rate flight data to detect drops.,Telemetry,Telemetry and Logging
UAV-00312,The distribution board shall switch the remaining flight time below 18 volts.,Power,Electrical Power
