id,text,module,section
REQ-032,The bracket shall constrain the reaction wheel to a first natural frequency above 120 Hz.,Structural,Mechanical Reliability
REQ-033,The flight software shall execute the control loop at a fixed rate of 50 Hz.,Control,Flight Software
REQ-034,The autopilot shall use the attitude estimate provided by REQ-033 to compute actuator commands.,Control,Flight Software
REQ-035,The software shall enter safe mode after detecting three consecutive watchdog timeouts.,Control,Flight Software
REQ-036,The control unit shall limit the commanded torque to 0.2 newton meters.,Control,Flight Software
REQ-037,The system shall complete boot and self-test within 12 seconds of power application.,Control,Flight Software
REQ-038,The software shall record the last 256 fault events in non-volatile memory.,Control,Flight Software
REQ-039,The scheduler shall guarantee the control task meets its deadline 99.9 percent of the time.,Control,Flight Software
REQ-040,The software shall validate uplinked commands against the allowed command table before execution.,Control,Flight Software
REQ-041,"The navigation filter shall estimate attitude with an accuracy of 0.1 degrees, 1 sigma.",Navigation,Guidance
REQ-042,The star tracker shall provide an attitude quaternion at 4 Hz.,Navigation,Guidance
REQ-043,The guidance module shall use the position fix from REQ-041 to compute a maneuver plan.,Navigation,Guidance
REQ-044,The GPS receiver shall provide a position fix with an accuracy of 10 meters.,Navigation,Guidance
REQ-045,The system shall propagate the orbit state during GPS outages for up to 30 minutes.,Navigation,Guidance
REQ-046,The navigation unit shall flag a degraded solution when the covariance exceeds the configured bound.,Navigation,Guidance
REQ-047,The inertial measurement unit shall sample angular rate at 200 Hz.,Navigation,Guidance
REQ-048,The guidance module shall recompute the maneuver after each new position fix.,Navigation,Guidance
REQ-049,The system shall isolate a failed reaction wheel within one control cycle.,Safety,Fault Management
REQ-050,The fault manager shall raise an alarm when the constraint defined in REQ-049 is violated.,Safety,Fault Management
REQ-051,The system shall provide a hardware inhibit on all pyrotechnic actuators until armed.,Safety,Fault Management
REQ-052,The watchdog shall reset the processor if not serviced within 500 milliseconds.,Safety,Fault Management
REQ-053,The safety monitor shall verify two independent signals before commanding a deployment.,Safety,Fault Management
REQ-054,The system shall transition to safe mode upon detecting a loss of attitude knowledge.,Safety,Fault Management
REQ-055,The fault manager shall log the time and cause of every safe-mode entry.,Safety,Fault Management
REQ-056,The system shall require ground confirmation before exiting safe mode.,Safety,Fault Management
REQ-057,The propulsion controller shall regulate chamber pressure to within 3 percent of the setpoint.,Propulsion,Thrust Control
REQ-058,The thruster shall produce 1 newton of thrust at the nominal feed pressure.,Propulsion,Thrust Control
REQ-059,The propulsion unit shall use the maneuver plan from REQ-057 to schedule burns.,Propulsion,Thrust Control
REQ-060,The valve driver shall open the latch valve within 20 milliseconds of command.,Propulsion,Thrust Control
REQ-061,The system shall inhibit thruster firing when the tank pressure is below 5 bar.,Propulsion,Thrust Control
REQ-062,The controller shall measure propellant temperature for feed-pressure compensation.,Propulsion,Thrust Control
REQ-063,The propulsion unit shall report total impulse consumed after each burn.,Propulsion,Thrust Control
REQ-064,The system shall close all valves and report a fault on detection of a pressure leak.,Propulsion,Thrust Control
