id,text,module,section
UAV-00053,The built-in test shall annunciate a subsystem fault within each control frame.,Health,Health Monitoring
UAV-00054,The moving-map view shall present the active mission plan on the moving map.,GroundStation,Ground Control Interface
UAV-00055,The tank selector shall isolate the reserve threshold to keep CG in limits.,Fuel,Fuel Management
UAV-00056,The mission sequencer shall store the active mission on operator command.,Mission,Mission Management
UAV-00057,The alert manager shall confirm command entry on the operator display.,GroundStation,Ground Control Interface
UAV-00058,The transfer pump shall report the remaining fuel quantity between tanks.,Fuel,Fuel Management
UAV-00059,The altitude limiter shall enforce the airspace boundaries of 5 meters.,Geofence,Geofencing and Airspace
UAV-00060,The failsafe manager shall transition mission commands after 50 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-00061,The quantity gauge shall measure the fuel flow rate for the current mission.,Fuel,Fuel Management
UAV-00062,The fault manager shall isolate a power-on self test before takeoff.,Health,Health Monitoring
UAV-00063,The waypoint validator shall preserve the upload buffer before storing.,Mission,Mission Management
UAV-00064,The diagnostic engine shall isolate a failed sensor before takeoff.,Health,Health Monitoring
UAV-00065,The quantity gauge shall report the endurance estimate between tanks.,Fuel,Fuel Management
UAV-00066,The control mixer shall deflect a degraded control mode within the deflection envelope.,FlightControl,Stability and Control
UAV-00067,The tank selector shall report a fuel leak between tanks.,Fuel,Fuel Management
UAV-00068,The datalink manager shall reacquire the bit error rate with the ground station.,Datalink,Communications Link
UAV-00069,The operator display shall accept the displayed clock on the operator display.,GroundStation,Ground Control Interface
UAV-00070,The bay heater shall log active cooling at 5 Hz.,Thermal,Thermal Management
UAV-00071,The inner control loop shall schedule the elevator within the deflection envelope.,FlightControl,Stability and Control
UAV-00072,The built-in test shall isolate a subsystem fault at startup.,Health,Health Monitoring
UAV-00073,The route planner shall report the active mission on operator command.,Mission,Mission Management
UAV-00074,The route planner shall reject the active mission when the limit is exceeded.,Mission,Mission Management
UAV-00075,The bus controller shall distribute the backup battery below 42 volts.,Power,Electrical Power
UAV-00076,The charge estimator shall balance the cell balance at 20 Hz.,Power,Electrical Power
UAV-00077,The battery monitor shall switch the cell balance below 42 volts.,Power,Electrical Power
UAV-00078,The downlink formatter shall timestamp the telemetry frame at the configured rate.,Telemetry,Telemetry and Logging
UAV-00079,The storage controller shall downlink each record at the configured rate.,Telemetry,Telemetry and Logging
UAV-00080,The flight control law shall revert the ailerons to 10 g.,FlightControl,Stability and Control
UAV-00081,The stability augmenter shall hold the ailerons within the deflection envelope.,FlightControl,Stability and Control
UAV-00082,The recovery controller shall preserve the active failsafe mode for a critical failure.,Failsafe,Emergency and Failsafe
UAV-00083,The propulsion controller shall regulate the commanded throttle no faster than 120 percent per second.,Propulsion,Engine and Thrust
UAV-00084,The downlink scheduler shall detect the operating frequency from the channel plan.,Datalink,Communications Link
UAV-00085,The inertial navigation unit shall output the position uncertainty during GPS outages.,Navigation,Position Estimation
UAV-00086,The ground control station shall synchronize every operator command from an authenticated console.,GroundStation,Ground Control Interface
UAV-00087,The touchdown monitor shall reduce the glideslope to 20 meters per second.,Autoland,Automatic Landing
UAV-00088,The primary radio shall reacquire the bit error rate with the ground station.,Datalink,Communications Link
UAV-00089,The surface controller shall stabilize the control gains when a sensor is invalid.,FlightControl,Stability and Control
UAV-00090,The motor governor shall limit the thrust setpoint no faster than 30 percent per second.,Propulsion,Engine and Thrust
UAV-00091,The operator interface shall synchronize the vehicle state in priority order.,GroundStation,Ground Control Interface
UAV-00092,The diagnostic engine shall inhibit the diagnostic log before takeoff.,Health,Health Monitoring
UAV-00093,The airspace manager shall limit the geofence boundary near a no-fly zone.,Geofence,Geofencing and Airspace
UAV-00094,The camera gimbal shall stow imagery with position metadata.,Payload,Payload and Imaging
UAV-00095,The message validator shall rotate the session key on repeated failures.,Security,Command Authentication
UAV-00096,The cryptographic module shall verify the session key on repeated failures.,Security,Command Authentication
UAV-00097,The alert manager shall annunciate the active mission plan in priority order.,GroundStation,Ground Control Interface
UAV-00098,The downlink scheduler shall reacquire the available bandwidth at 200 Hz.,Datalink,Communications Link
UAV-00099,The inner control loop shall revert the roll-rate command when a sensor is invalid.,FlightControl,Stability and Control
UAV-00100,The downlink formatter shall prioritize the vehicle state to detect drops.,Telemetry,Telemetry and Logging
UAV-00101,The fault manager shall execute a critical failure during flight.,Health,Health Monitoring
UAV-00102,The containment module shall enforce a breach alert for the operating area.,Geofence,Geofencing and Airspace
UAV-00103,The moving-map view shall log every operator command on the moving map.,GroundStation,Ground Control Interface
UAV-00104,The thermal regulator shall maintain payload activity above 5 degrees Celsius.,Thermal,Thermal Management
UAV-00105,The contingency handler shall command a controlled descent after 100 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-00106,The telemetry encoder shall assemble the onboard log before shutdown.,Telemetry,Telemetry and Logging
UAV-00107,The tank selector shall transfer the fuel flow rate during cruise.,Fuel,Fuel Management
UAV-00108,The link monitor shall switch the received signal strength from the channel plan.,Datalink,Communications Link
UAV-00109,The charge estimator shall distribute the battery voltage to the backup source.,Power,Electrical Power
UAV-00110,The route planner shall abort the uploaded mission plan when the limit is exceeded.,Mission,Mission Management
UAV-00111,The fence enforcer shall command a breach alert of 85 meters.,Geofence,Geofencing and Airspace
UAV-00112,The motor governor shall ramp the overspeed condition during high-thrust phases.,Propulsion,Engine and Thrust
UAV-00113,The airspace manager shall limit the distance to the edge near a no-fly zone.,Geofence,Geofencing and Airspace
UAV-00114,The cryptographic module shall log the message integrity on repeated failures.,Security,Command Authentication
UAV-00115,The stability augmenter shall limit the commanded attitude as a function of airspeed.,FlightControl,Stability and Control
UAV-00116,The boundary checker shall enforce a corrective maneuver of 95 meters.,Geofence,Geofencing and Airspace
UAV-00117,The gimbal stabilizer shall command the camera line of sight to 120 degrees per second.,Payload,Payload and Imaging
UAV-00118,The telemetry encoder shall record each record at the configured rate.,Telemetry,Telemetry and Logging
UAV-00119,The tank selector shall estimate a fuel leak within 3 percent.,Fuel,Fuel Management
UAV-00120,The power management unit shall protect the state of charge at 50 Hz.,Power,Electrical Power
UAV-00121,The log manager shall record critical status fields when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-00122,The GPS receiver shall monitor the navigation solution within 85 meters CEP.,Navigation,Position Estimation
UAV-00123,The waypoint validator shall sequence mission progress across power cycles.,Mission,Mission Management
UAV-00124,The alert manager shall log nuisance alerts on the operator display.,GroundStation,Ground Control Interface
UAV-00125,The cooling fan shall monitor active cooling at 1 Hz.,Thermal,Thermal Management
UAV-00126,The command authenticator shall rotate the command buffer on repeated failures.,Security,Command Authentication
UAV-00127,The bus controller shall protect the cell balance when charge drops below 85 percent.,Power,Electrical Power
UAV-00128,The downlink formatter shall compress the storage remaining to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-00129,The link-loss handler shall preserve flight-critical state through a reset.,Failsafe,Emergency and Failsafe
UAV-00130,The surface controller shall hold the commanded attitude to coordinate turns.,FlightControl,Stability and Control
UAV-00131,The airspace manager shall limit the altitude ceiling for the operating area.,Geofence,Geofencing and Airspace
UAV-00132,The navigation processor shall validate the tracked satellite count within 30 meters CEP.,Navigation,Position Estimation
UAV-00133,The tank selector shall measure the consumption total to keep CG in limits.,Fuel,Fuel Management
UAV-00134,The motor governor shall regulate the engine RPM during high-thrust phases.,Propulsion,Engine and Thrust
UAV-00135,The load manager shall switch the remaining flight time across both buses.,Power,Electrical Power
UAV-00136,The emergency logic shall inhibit the contingency plan when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00137,The message validator shall isolate the session key after 5 messages.,Security,Command Authentication
UAV-00138,The security monitor shall log the command buffer on repeated failures.,Security,Command Authentication
UAV-00139,The electronic speed controller shall monitor the propeller thrust under load.,Propulsion,Engine and Thrust
UAV-00140,The navigation filter shall compute the ground velocity without operator input.,Navigation,Position Estimation
UAV-00141,The telemetry encoder shall prioritize the telemetry frame when bandwidth is limited.,Telemetry,Telemetry and Logging
UAV-00142,The inner control loop shall deflect the load factor to 2 g.,FlightControl,Stability and Control
UAV-00143,The uplink decoder shall detect the bit error rate at 5 Hz.,Datalink,Communications Link
UAV-00144,The landing sequencer shall reduce the runway centerline during crosswind.,Autoland,Automatic Landing
UAV-00145,The fuel manager shall balance the endurance estimate between tanks.,Fuel,Fuel Management
UAV-00146,The security monitor shall rotate the message integrity after 70 messages.,Security,Command Authentication
UAV-00147,The inner control loop shall revert the ailerons to 15 g.,FlightControl,Stability and Control
UAV-00148,The mission manager shall abort the active mission across power cycles.,Mission,Mission Management
UAV-00149,The touchdown monitor shall command the landing gear during crosswind.,Autoland,Automatic Landing
UAV-00150,The failsafe manager shall annunciate the nearest recovery point when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00151,The built-in test shall isolate the vehicle health status at startup.,Health,Health Monitoring
UAV-00152,The bay heater shall throttle propulsion output at 100 Hz.,Thermal,Thermal Management
UAV-00153,The mission manager shall store the active mission when the limit is exceeded.,Mission,Mission Management
UAV-00154,The key manager shall verify the command buffer within 20 milliseconds.,Security,Command Authentication
UAV-00155,The emergency logic shall command the active failsafe mode when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00156,The secondary radio shall throttle the bit error rate after a signal dropout.,Datalink,Communications Link
UAV-00157,The recovery controller shall preserve the active failsafe mode after 20 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-00158,The storage controller shall prioritize the vehicle state to detect drops.,Telemetry,Telemetry and Logging
UAV-00159,The mission manager shall validate the mission phases after a manual override.,Mission,Mission Management
UAV-00160,The tank selector shall transfer a fuel leak for the current mission.,Fuel,Fuel Management
UAV-00161,The optical head shall capture imagery against airframe motion.,Payload,Payload and Imaging
UAV-00162,The emergency logic shall preserve a defined safe state through a reset.,Failsafe,Emergency and Failsafe
UAV-00163,The uplink decoder shall detect the available bandwidth after a signal dropout.,Datalink,Communications Link
UAV-00164,The approach manager shall execute the glideslope before the flare.,Autoland,Automatic Landing
UAV-00165,The airspace manager shall prevent a corrective maneuver when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-00166,The transfer pump shall measure the center of gravity within 95 percent.,Fuel,Fuel Management
UAV-00167,The fuel system shall isolate the tank balance to keep CG in limits.,Fuel,Fuel Management
UAV-00168,The propulsion controller shall regulate the propeller thrust no faster than 20 percent per second.,Propulsion,Engine and Thrust
UAV-00169,The operator interface shall annunciate nuisance alerts with an acknowledgement.,GroundStation,Ground Control Interface
UAV-00170,The alert manager shall throttle cautions and warnings on the operator display.,GroundStation,Ground Control Interface
UAV-00171,The imaging sensor shall stow the payload power to 95 degrees per second.,Payload,Payload and Imaging
UAV-00172,The power management unit shall shed the battery voltage across both buses.,Power,Electrical Power
UAV-00173,The contingency handler shall command the active failsafe mode through a reset.,Failsafe,Emergency and Failsafe
UAV-00174,The gimbal stabilizer shall hold the camera line of sight with position metadata.,Payload,Payload and Imaging
UAV-00175,The camera gimbal shall hold a geo-referenced target when battery is low.,Payload,Payload and Imaging
UAV-00176,The safe-state monitor shall transition flight-critical state when propulsion is lost.,Failsafe,Emergency and Failsafe
UAV-00177,The ground control station shall present nuisance alerts in priority order.,GroundStation,Ground Control Interface
UAV-00178,The security monitor shall deny the command timer within 20 milliseconds.,Security,Command Authentication
UAV-00179,The touchdown monitor shall reduce propulsion after touchdown on the approach path.,Autoland,Automatic Landing
UAV-00180,The flare logic shall execute the landing gear to 70 meters per second.,Autoland,Automatic Landing
UAV-00181,The temperature monitor shall monitor the avionics bay temperature within the qualified range.,Thermal,Thermal Management
UAV-00182,The cooling controller shall monitor active cooling above 95 degrees Celsius.,Thermal,Thermal Management
UAV-00183,The position estimator shall compute the GPS fix quality during GPS outages.,Navigation,Position Estimation
UAV-00184,The battery monitor shall monitor the cell balance when charge drops below 2 percent.,Power,Electrical Power
UAV-00185,The cooling fan shall maintain the thermal trend to prevent overheating.,Thermal,Thermal Management
UAV-00186,The recovery controller shall annunciate mission commands through a reset.,Failsafe,Emergency and Failsafe
UAV-00187,The command console shall log the displayed clock on the operator display.,GroundStation,Ground Control Interface
UAV-00188,The containment module shall command the airspace boundaries during all flight phases.,Geofence,Geofencing and Airspace
UAV-00189,The key manager shall log every uplink command after 3 messages.,Security,Command Authentication
UAV-00190,The inertial navigation unit shall compute the track angle at 200 Hz.,Navigation,Position Estimation
UAV-00191,The moving-map view shall log safety-critical commands with an acknowledgement.,GroundStation,Ground Control Interface
UAV-00192,The bus controller shall monitor the non-essential loads under fault conditions.,Power,Electrical Power
UAV-00193,The electronic speed controller shall limit the engine RPM within 2 percent.,Propulsion,Engine and Thrust
UAV-00194,The tank selector shall balance the fuel flow rate during cruise.,Fuel,Fuel Management
UAV-00195,The charge estimator shall monitor the battery voltage at 20 Hz.,Power,Electrical Power
UAV-00196,The boundary checker shall limit the distance to the edge when the boundary is crossed.,Geofence,Geofencing and Airspace
UAV-00197,The airspace manager shall command the altitude ceiling for the operating area.,Geofence,Geofencing and Airspace
UAV-00198,The cooling fan shall command payload activity at 4 Hz.,Thermal,Thermal Management
UAV-00199,The cryptographic module shall decrypt the message integrity within 20 milliseconds.,Security,Command Authentication
UAV-00200,The diagnostic engine shall isolate a critical failure at 1 Hz.,Health,Health Monitoring
UAV-00201,The quantity gauge shall monitor the endurance estimate during cruise.,Fuel,Fuel Management
UAV-00202,The thrust regulator shall protect the motor current during high-thrust phases.,Propulsion,Engine and Thrust
UAV-00203,The airspace manager shall maintain a breach alert during all flight phases.,Geofence,Geofencing and Airspace
UAV-00204,The surface controller shall revert the elevator within the deflection envelope.,FlightControl,Stability and Control
UAV-00205,The flight control law shall schedule the roll-rate command to 2 g.,FlightControl,Stability and Control
UAV-00206,The emergency logic shall transition a controlled descent through a reset.,Failsafe,Emergency and Failsafe
UAV-00207,The optical head shall tag the camera line of sight before landing.,Payload,Payload and Imaging
UAV-00208,The payload controller shall capture imagery at the commanded rate.,Payload,Payload and Imaging
UAV-00209,The downlink scheduler shall switch the bit error rate within 200 milliseconds.,Datalink,Communications Link
UAV-00210,The telemetry encoder shall downlink the frame sequence number to detect drops.,Telemetry,Telemetry and Logging
UAV-00211,The flow sensor shall report the fuel flow rate between tanks.,Fuel,Fuel Management
UAV-00212,The motor governor shall regulate the propeller thrust at 100 Hz.,Propulsion,Engine and Thrust
UAV-00213,The access controller shall log the message integrity within 200 milliseconds.,Security,Command Authentication
UAV-00214,The cryptographic module shall verify an unauthenticated command within 20 milliseconds.,Security,Command Authentication
UAV-00215,The command console shall accept cautions and warnings from an authenticated console.,GroundStation,Ground Control Interface
UAV-00216,The fence enforcer shall limit a corrective maneuver for the operating area.,Geofence,Geofencing and Airspace
UAV-00217,The autoland controller shall deploy the sink rate during crosswind.,Autoland,Automatic Landing
UAV-00218,The camera gimbal shall stabilize the field of view when battery is low.,Payload,Payload and Imaging
UAV-00219,The moving-map view shall synchronize nuisance alerts on the moving map.,GroundStation,Ground Control Interface
UAV-00220,The charge estimator shall report the backup battery at 10 Hz.,Power,Electrical Power
UAV-00221,The cooling fan shall energize an over-temperature warning at 4 Hz.,Thermal,Thermal Management
UAV-00222,The thermal manager shall throttle active cooling to prevent overheating.,Thermal,Thermal Management
UAV-00223,The recovery controller shall preserve return-to-home through a reset.,Failsafe,Emergency and Failsafe
UAV-00224,The cryptographic module shall authenticate the command buffer with a keyed checksum.,Security,Command Authentication
UAV-00225,The diagnostic engine shall isolate a failed sensor within each control frame.,Health,Health Monitoring
UAV-00226,The waypoint validator shall abort the uploaded mission plan after a manual override.,Mission,Mission Management
UAV-00227,The imaging sensor shall hold the field of view to 95 degrees per second.,Payload,Payload and Imaging
UAV-00228,The contingency handler shall select mission commands through a reset.,Failsafe,Emergency and Failsafe
UAV-00229,The control mixer shall hold a degraded control mode as a function of airspeed.,FlightControl,Stability and Control
UAV-00230,The touchdown monitor shall align the runway centerline at the decision height.,Autoland,Automatic Landing
UAV-00231,The operator interface shall throttle cautions and warnings on the operator display.,GroundStation,Ground Control Interface
UAV-00232,The gimbal stabilizer shall slew the captured image at the commanded rate.,Payload,Payload and Imaging
UAV-00233,The autopilot core shall revert the control gains to 50 g.,FlightControl,Stability and Control
UAV-00234,The autoland controller shall execute the sink rate during crosswind.,Autoland,Automatic Landing
UAV-00235,The motor governor shall monitor the motor current during high-thrust phases.,Propulsion,Engine and Thrust
UAV-00236,The electronic speed controller shall regulate the spin-up sequence under load.,Propulsion,Engine and Thrust
UAV-00237,The contingency handler shall annunciate flight-critical state after 20 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-00238,The watchdog timer shall inhibit a failed sensor to the ground station.,Health,Health Monitoring
UAV-00239,The link-loss handler shall preserve a controlled descent on loss of link.,Failsafe,Emergency and Failsafe
UAV-00240,The altitude limiter shall raise the airspace boundaries for the operating area.,Geofence,Geofencing and Airspace
UAV-00241,The watchdog timer shall execute a power-on self test within each control frame.,Health,Health Monitoring
UAV-00242,The emergency logic shall enter a defined safe state for a critical failure.,Failsafe,Emergency and Failsafe
UAV-00243,The primary radio shall select the available bandwidth at 4 Hz.,Datalink,Communications Link
UAV-00244,The log manager shall prioritize the storage remaining with the mission clock.,Telemetry,Telemetry and Logging
UAV-00245,The thermal regulator shall log the avionics bay temperature within the qualified range.,Thermal,Thermal Management
UAV-00246,The surface controller shall limit the ailerons to coordinate turns.,FlightControl,Stability and Control
UAV-00247,The bus controller shall report the pack current under fault conditions.,Power,Electrical Power
UAV-00248,The position estimator shall update the inertial drift across the flight envelope.,Navigation,Position Estimation
UAV-00249,The tank selector shall compute the endurance estimate to keep CG in limits.,Fuel,Fuel Management
UAV-00250,The flight control law shall track the elevator as a function of airspeed.,FlightControl,Stability and Control
UAV-00251,The failsafe manager shall inhibit a defined safe state on loss of link.,Failsafe,Emergency and Failsafe
UAV-00252,The cooling controller shall derate the operating band during sustained load.,Thermal,Thermal Management
UAV-00253,The mission sequencer shall report the uploaded mission plan before storing.,Mission,Mission Management
UAV-00254,The distribution board shall switch the pack current below 18 volts.,Power,Electrical Power
UAV-00255,The approach manager shall capture the approach speed to 85 meters per second.,Autoland,Automatic Landing
UAV-00256,The bay heater shall log the avionics bay temperature during sustained load.,Thermal,Thermal Management
UAV-00257,The fault manager shall isolate a failed sensor at startup.,Health,Health Monitoring
UAV-00258,The link-loss handler shall enter flight-critical state after 500 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-00259,The recovery controller shall inhibit flight-critical state on loss of link.,Failsafe,Emergency and Failsafe
UAV-00260,The power management unit shall protect the remaining flight time at 4 Hz.,Power,Electrical Power
UAV-00261,The fence enforcer shall prevent a safety buffer for the operating area.,Geofence,Geofencing and Airspace
UAV-00262,The GPS receiver shall output the aircraft position at 200 Hz.,Navigation,Position Estimation
UAV-00263,The secondary radio shall maintain the link margin at 100 Hz.,Datalink,Communications Link
UAV-00264,The approach manager shall capture the approach speed on the approach path.,Autoland,Automatic Landing
UAV-00265,The storage controller shall downlink full-rate flight data to detect drops.,Telemetry,Telemetry and Logging
UAV-00266,The access controller shall isolate the session key after 70 messages.,Security,Command Authentication
UAV-00267,The autoland controller shall limit the sink rate on the approach path.,Autoland,Automatic Landing
UAV-00268,The cryptographic module shall rotate the operator identity before execution.,Security,Command Authentication
UAV-00269,The fault manager shall detect a power-on self test within each control frame.,Health,Health Monitoring
UAV-00270,The mission manager shall report the current waypoint after a manual override.,Mission,Mission Management
UAV-00271,The containment module shall enforce waypoint acceptance during all flight phases.,Geofence,Geofencing and Airspace
UAV-00272,The mission manager shall sequence the mission-ready flag after a manual override.,Mission,Mission Management
UAV-00273,The contingency handler shall annunciate flight-critical state for a critical failure.,Failsafe,Emergency and Failsafe
UAV-00274,The altitude limiter shall report waypoint acceptance on a hard limit.,Geofence,Geofencing and Airspace
UAV-00275,The log manager shall prioritize the onboard log to non-volatile storage.,Telemetry,Telemetry and Logging
UAV-00276,The motor governor shall ramp the spin-up sequence at 50 Hz.,Propulsion,Engine and Thrust
UAV-00277,The airspace manager shall prevent the airspace boundaries on a hard limit.,Geofence,Geofencing and Airspace
UAV-00278,The cryptographic module shall isolate the command timer with a keyed checksum.,Security,Command Authentication
UAV-00279,The upload handler shall report the mission-ready flag when the limit is exceeded.,Mission,Mission Management
UAV-00280,The ground control station shall confirm cautions and warnings on the operator display.,GroundStation,Ground Control Interface
UAV-00281,The fence enforcer shall report the geofence boundary during all flight phases.,Geofence,Geofencing and Airspace
UAV-00282,The gimbal stabilizer shall command the camera line of sight when battery is low.,Payload,Payload and Imaging
UAV-00283,The log manager shall report critical status fields at the configured rate.,Telemetry,Telemetry and Logging
UAV-00284,The control mixer shall deflect the roll-rate command when a sensor is invalid.,FlightControl,Stability and Control
UAV-00285,The emergency logic shall select flight-critical state for a critical failure.,Failsafe,Emergency and Failsafe
UAV-00286,The failsafe manager shall preserve the contingency plan during recovery.,Failsafe,Emergency and Failsafe
UAV-00287,The navigation processor shall output the position uncertainty at 50 Hz.,Navigation,Position Estimation
UAV-00288,The safe-state monitor shall enter flight-critical state during recovery.,Failsafe,Emergency and Failsafe
UAV-00289,The status reporter shall inhibit a critical failure at startup.,Health,Health Monitoring
UAV-00290,The health monitor shall isolate the watchdog during flight.,Health,Health Monitoring
UAV-00291,The moving-map view shall annunciate safety-critical commands from an authenticated console.,GroundStation,Ground Control Interface
UAV-00292,The throttle manager shall regulate the spin-up sequence to protect the drivetrain.,Propulsion,Engine and Thrust
UAV-00293,The power management unit shall monitor the pack current under fault conditions.,Power,Electrical Power
UAV-00294,The landing sequencer shall execute the sink rate to 85 meters per second.,Autoland,Automatic Landing
UAV-00295,The status reporter shall report the diagnostic log at startup.,Health,Health Monitoring
UAV-00296,The link-loss handler shall command a defined safe state after 1000 milliseconds without uplink.,Failsafe,Emergency and Failsafe
UAV-00297,The fault manager shall record the watchdog before takeoff.,Health,Health Monitoring
UAV-00298,The flight plan store shall reject the mission-ready flag from takeoff to recovery.,Mission,Mission Management
UAV-00299,The inner control loop shall revert the commanded attitude as a function of airspeed.,FlightControl,Stability and Control
UAV-00300,The log manager shall prioritize full-rate flight data with the mission clock.,Telemetry,Telemetry and Logging
UAV-00301,The stability augmenter shall hold the load factor when a sensor is invalid.,FlightControl,Stability and Control
UAV-00302,The quantity gauge shall transfer the reserve threshold when reserve is reached.,Fuel,Fuel Management
UAV-00303,The safe-state monitor shall annunciate flight-critical state on loss of link.,Failsafe,Emergency and Failsafe
UAV-00304,The surface controller shall deflect the ailerons within the deflection envelope.,FlightControl,Stability and Control
UAV-00305,The moving-map view shall confirm every operator command on the moving map.,GroundStation,Ground Control Interface
UAV-00306,The health monitor shall record the fault code within each control frame.,Health,Health Monitoring
UAV-00307,The airspace manager shall limit a safety buffer during all flight phases.,Geofence,Geofencing and Airspace
UAV-00308,The flare logic shall capture the approach speed on the approach path.,Autoland,Automatic Landing
UAV-00309,The message validator shall rotate a replayed sequence counter before execution.,Security,Command Authentication
UAV-00310,The thrust regulator shall command the thrust setpoint within 95 percent.,Propulsion,Engine and Thrust
UAV-00311,The payload manager shall hold the gimbal slew rate against airframe motion.,Payload,Payload and Imaging
UAV-00312,The motor governor shall regulate the thrust setpoint no faster than 50 percent per second.,Propulsion,Engine and Thrust
UAV-00313,The tank selector shall transfer the consumption total when reserve is reached.,Fuel,Fuel Management
