id,text,module,section,page,source_doc,requirement_type,criticality
STRESS-0012,The system shall maintain the mission upload state when required to validate uploaded waypoints before storing the mission plan. Stress scenario page 3 shall preserve traceability for buffer 12.,Mission Management,Mission Upload,3,daily_uav_fms_batch_1,functional,medium
STRESS-0013,The mission management function shall reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 4 shall preserve traceability for buffer 13.,Mission Management,Mission Upload,4,daily_uav_fms_batch_1,functional,medium
STRESS-0014,The system shall maintain the mission upload state when required to reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 4 shall preserve traceability for buffer 14.,Mission Management,Mission Upload,4,daily_uav_fms_batch_1,functional,medium
STRESS-0015,The mission management function shall preserve the active mission until the new mission passes validation. Stress scenario page 4 shall preserve traceability for buffer 15.,Mission Management,Mission Upload,4,daily_uav_fms_batch_1,functional,medium
STRESS-0016,The system shall maintain the mission upload state when required to preserve the active mission until the new mission passes validation. Stress scenario page 4 shall preserve traceability for buffer 16.,Mission Management,Mission Upload,4,daily_uav_fms_batch_1,functional,medium
STRESS-0017,The mission management function shall set the mission_ready flag after all waypoints are verified. Stress scenario page 5 shall preserve traceability for buffer 17.,Mission Management,Mission Upload,5,daily_uav_fms_batch_1,functional,medium
STRESS-0018,The system shall maintain the mission upload state when required to set the mission_ready flag after all waypoints are verified. Stress scenario page 5 shall preserve traceability for buffer 1.,Mission Management,Mission Upload,5,daily_uav_fms_batch_1,functional,medium
STRESS-0019,The mission management function shall clear the upload buffer after a failed mission transfer. Stress scenario page 5 shall preserve traceability for buffer 2.,Mission Management,Mission Upload,5,daily_uav_fms_batch_1,functional,medium
STRESS-0020,The system shall maintain the mission upload state when required to clear the upload buffer after a failed mission transfer. Stress scenario page 5 shall preserve traceability for buffer 3.,Mission Management,Mission Upload,5,daily_uav_fms_batch_1,functional,medium
STRESS-0021,The navigation function shall compute navigation state from GPS and inertial reference data. Stress scenario page 6 shall preserve traceability for buffer 4.,Navigation,Sensor Fusion,6,daily_uav_fms_batch_1,functional,medium
STRESS-0022,The system shall maintain the sensor fusion state when required to compute navigation state from GPS and inertial reference data. Stress scenario page 6 shall preserve traceability for buffer 5.,Navigation,Sensor Fusion,6,daily_uav_fms_batch_1,functional,medium
STRESS-0023,The navigation function shall enter inertial fallback when GPS validity is lost. Stress scenario page 6 shall preserve traceability for buffer 6.,Navigation,Sensor Fusion,6,daily_uav_fms_batch_1,functional,medium
STRESS-0024,The system shall maintain the sensor fusion state when required to enter inertial fallback when GPS validity is lost. Stress scenario page 6 shall preserve traceability for buffer 7.,Navigation,Sensor Fusion,6,daily_uav_fms_batch_1,functional,medium
STRESS-0025,The navigation function shall raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 7 shall preserve traceability for buffer 8.,Navigation,Sensor Fusion,7,daily_uav_fms_batch_1,functional,medium
STRESS-0026,The system shall maintain the sensor fusion state when required to raise navigation_degraded when position uncertainty exceeds the configured threshold. Stress scenario page 7 shall preserve traceability for buffer 9.,Navigation,Sensor Fusion,7,daily_uav_fms_batch_1,functional,medium
STRESS-0027,The navigation function shall publish the selected navigation source to guidance. Stress scenario page 7 shall preserve traceability for buffer 10.,Navigation,Sensor Fusion,7,daily_uav_fms_batch_1,functional,medium
STRESS-0028,The system shall maintain the sensor fusion state when required to publish the selected navigation source to guidance. Stress scenario page 7 shall preserve traceability for buffer 11.,Navigation,Sensor Fusion,7,daily_uav_fms_batch_1,functional,medium
STRESS-0029,The navigation function shall restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 8 shall preserve traceability for buffer 12.,Navigation,Sensor Fusion,8,daily_uav_fms_batch_1,functional,medium
STRESS-0030,The system shall maintain the sensor fusion state when required to restore GPS navigation only after validity remains stable for the configured timer. Stress scenario page 8 shall preserve traceability for buffer 13.,Navigation,Sensor Fusion,8,daily_uav_fms_batch_1,functional,medium
STRESS-0031,The guidance function shall select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 8 shall preserve traceability for buffer 14.,Guidance,Waypoint Guidance,8,daily_uav_fms_batch_1,functional,medium
STRESS-0032,The system shall maintain the waypoint guidance state when required to select the next waypoint after crossing the active waypoint acceptance radius. Stress scenario page 8 shall preserve traceability for buffer 15.,Guidance,Waypoint Guidance,8,daily_uav_fms_batch_1,functional,medium
STRESS-0033,The guidance function shall compute lateral guidance commands from current track and desired path. Stress scenario page 9 shall preserve traceability for buffer 16.,Guidance,Waypoint Guidance,9,daily_uav_fms_batch_1,functional,medium
STRESS-0034,The system shall maintain the waypoint guidance state when required to compute lateral guidance commands from current track and desired path. Stress scenario page 9 shall preserve traceability for buffer 17.,Guidance,Waypoint Guidance,9,daily_uav_fms_batch_1,functional,medium
STRESS-0035,The guidance function shall compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 9 shall preserve traceability for buffer 1.,Guidance,Waypoint Guidance,9,daily_uav_fms_batch_1,functional,medium
STRESS-0036,The system shall maintain the waypoint guidance state when required to compute vertical guidance commands from target altitude and climb constraints. Stress scenario page 9 shall preserve traceability for buffer 2.,Guidance,Waypoint Guidance,9,daily_uav_fms_batch_1,functional,medium
STRESS-0037,The guidance function shall hold the active waypoint when navigation validity is degraded. Stress scenario page 10 shall preserve traceability for buffer 3.,Guidance,Waypoint Guidance,10,daily_uav_fms_batch_1,functional,medium
STRESS-0038,The system shall maintain the waypoint guidance state when required to hold the active waypoint when navigation validity is degraded. Stress scenario page 10 shall preserve traceability for buffer 4.,Guidance,Waypoint Guidance,10,daily_uav_fms_batch_1,functional,medium
STRESS-0039,The guidance function shall output guidance mode status to telemetry. Stress scenario page 10 shall preserve traceability for buffer 5.,Guidance,Waypoint Guidance,10,daily_uav_fms_batch_1,functional,medium
STRESS-0040,The system shall maintain the waypoint guidance state when required to output guidance mode status to telemetry. Stress scenario page 10 shall preserve traceability for buffer 6.,Guidance,Waypoint Guidance,10,daily_uav_fms_batch_1,functional,medium
STRESS-0041,The flight control function shall allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 11 shall preserve traceability for buffer 7.,Flight Control,Automatic Mode,11,daily_uav_fms_batch_1,functional,high
STRESS-0042,The system shall maintain the automatic mode state when required to allow automatic mode entry only when navigation and guidance are valid. Stress scenario page 11 shall preserve traceability for buffer 8.,Flight Control,Automatic Mode,11,daily_uav_fms_batch_1,functional,high
STRESS-0043,The flight control function shall exit automatic mode when pilot override is detected. Stress scenario page 11 shall preserve traceability for buffer 9.,Flight Control,Automatic Mode,11,daily_uav_fms_batch_1,functional,high
STRESS-0044,The system shall maintain the automatic mode state when required to exit automatic mode when pilot override is detected. Stress scenario page 11 shall preserve traceability for buffer 10.,Flight Control,Automatic Mode,11,daily_uav_fms_batch_1,functional,high
STRESS-0045,The flight control function shall limit lateral control command rate to the configured bound. Stress scenario page 12 shall preserve traceability for buffer 11.,Flight Control,Automatic Mode,12,daily_uav_fms_batch_1,functional,high
STRESS-0046,The system shall maintain the automatic mode state when required to limit lateral control command rate to the configured bound. Stress scenario page 12 shall preserve traceability for buffer 12.,Flight Control,Automatic Mode,12,daily_uav_fms_batch_1,functional,high
STRESS-0047,The flight control function shall limit vertical control command rate to the configured bound. Stress scenario page 12 shall preserve traceability for buffer 13.,Flight Control,Automatic Mode,12,daily_uav_fms_batch_1,functional,high
STRESS-0048,The system shall maintain the automatic mode state when required to limit vertical control command rate to the configured bound. Stress scenario page 12 shall preserve traceability for buffer 14.,Flight Control,Automatic Mode,12,daily_uav_fms_batch_1,functional,high
STRESS-0049,The flight control function shall inhibit arming when any flight-control self-test fails. Stress scenario page 13 shall preserve traceability for buffer 15.,Flight Control,Automatic Mode,13,daily_uav_fms_batch_1,functional,high
STRESS-0050,The system shall maintain the automatic mode state when required to inhibit arming when any flight-control self-test fails. Stress scenario page 13 shall preserve traceability for buffer 16.,Flight Control,Automatic Mode,13,daily_uav_fms_batch_1,functional,high
STRESS-0051,The power management function shall estimate remaining battery capacity from voltage current and temperature. Stress scenario page 13 shall preserve traceability for buffer 17.,Power Management,Battery Readiness,13,daily_uav_fms_batch_1,functional,high
STRESS-0052,The system shall maintain the battery readiness state when required to estimate remaining battery capacity from voltage current and temperature. Stress scenario page 13 shall preserve traceability for buffer 1.,Power Management,Battery Readiness,13,daily_uav_fms_batch_1,functional,high
STRESS-0053,The power management function shall inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 14 shall preserve traceability for buffer 2.,Power Management,Battery Readiness,14,daily_uav_fms_batch_1,functional,high
STRESS-0054,The system shall maintain the battery readiness state when required to inhibit mission launch when battery state of charge is below the configured threshold. Stress scenario page 14 shall preserve traceability for buffer 3.,Power Management,Battery Readiness,14,daily_uav_fms_batch_1,functional,high
STRESS-0055,The power management function shall inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 14 shall preserve traceability for buffer 4.,Power Management,Battery Readiness,14,daily_uav_fms_batch_1,functional,high
STRESS-0056,The system shall maintain the battery readiness state when required to inhibit mission launch when battery temperature exceeds the configured limit. Stress scenario page 14 shall preserve traceability for buffer 5.,Power Management,Battery Readiness,14,daily_uav_fms_batch_1,functional,high
STRESS-0057,The power management function shall publish battery readiness status to mission management. Stress scenario page 15 shall preserve traceability for buffer 6.,Power Management,Battery Readiness,15,daily_uav_fms_batch_1,functional,high
STRESS-0058,The system shall maintain the battery readiness state when required to publish battery readiness status to mission management. Stress scenario page 15 shall preserve traceability for buffer 7.,Power Management,Battery Readiness,15,daily_uav_fms_batch_1,functional,high
STRESS-0059,The power management function shall record battery health trend data for maintenance. Stress scenario page 15 shall preserve traceability for buffer 8.,Power Management,Battery Readiness,15,daily_uav_fms_batch_1,functional,high
STRESS-0060,The system shall maintain the battery readiness state when required to record battery health trend data for maintenance. Stress scenario page 15 shall preserve traceability for buffer 9.,Power Management,Battery Readiness,15,daily_uav_fms_batch_1,functional,high
STRESS-0061,The communications function shall detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 16 shall preserve traceability for buffer 10.,Communications,Lost Link,16,daily_uav_fms_batch_1,functional,medium
STRESS-0062,The system shall maintain the lost link state when required to detect lost link when heartbeat messages are absent for the configured timeout. Stress scenario page 16 shall preserve traceability for buffer 11.,Communications,Lost Link,16,daily_uav_fms_batch_1,functional,medium
STRESS-0063,The communications function shall enter lost-link behavior after the lost_link timer expires. Stress scenario page 16 shall preserve traceability for buffer 12.,Communications,Lost Link,16,daily_uav_fms_batch_1,functional,medium
STRESS-0064,The system shall maintain the lost link state when required to enter lost-link behavior after the lost_link timer expires. Stress scenario page 16 shall preserve traceability for buffer 13.,Communications,Lost Link,16,daily_uav_fms_batch_1,functional,medium
STRESS-0065,The communications function shall retry command acknowledgement within three seconds. Stress scenario page 17 shall preserve traceability for buffer 14.,Communications,Lost Link,17,daily_uav_fms_batch_1,functional,medium
STRESS-0066,The system shall maintain the lost link state when required to retry command acknowledgement within three seconds. Stress scenario page 17 shall preserve traceability for buffer 15.,Communications,Lost Link,17,daily_uav_fms_batch_1,functional,medium
STRESS-0067,The communications function shall queue telemetry packets while the downlink is unavailable. Stress scenario page 17 shall preserve traceability for buffer 16.,Communications,Lost Link,17,daily_uav_fms_batch_1,functional,medium
STRESS-0068,The system shall maintain the lost link state when required to queue telemetry packets while the downlink is unavailable. Stress scenario page 17 shall preserve traceability for buffer 17.,Communications,Lost Link,17,daily_uav_fms_batch_1,functional,medium
STRESS-0069,The communications function shall flush queued telemetry after link recovery. Stress scenario page 18 shall preserve traceability for buffer 1.,Communications,Lost Link,18,daily_uav_fms_batch_1,functional,medium
STRESS-0070,The system shall maintain the lost link state when required to flush queued telemetry after link recovery. Stress scenario page 18 shall preserve traceability for buffer 2.,Communications,Lost Link,18,daily_uav_fms_batch_1,functional,medium
STRESS-0071,The payload control function shall reject payload slew commands that exceed configured motion limits. Stress scenario page 18 shall preserve traceability for buffer 3.,Payload Control,Payload Motion,18,daily_uav_fms_batch_1,functional,medium
STRESS-0072,The system shall maintain the payload motion state when required to reject payload slew commands that exceed configured motion limits. Stress scenario page 18 shall preserve traceability for buffer 4.,Payload Control,Payload Motion,18,daily_uav_fms_batch_1,functional,medium
STRESS-0073,The payload control function shall stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 19 shall preserve traceability for buffer 5.,Payload Control,Payload Motion,19,daily_uav_fms_batch_1,functional,medium
STRESS-0074,The system shall maintain the payload motion state when required to stop payload motion when vehicle attitude is outside the safe envelope. Stress scenario page 19 shall preserve traceability for buffer 6.,Payload Control,Payload Motion,19,daily_uav_fms_batch_1,functional,medium
STRESS-0075,The payload control function shall publish payload pointing status to telemetry. Stress scenario page 19 shall preserve traceability for buffer 7.,Payload Control,Payload Motion,19,daily_uav_fms_batch_1,functional,medium
STRESS-0076,The system shall maintain the payload motion state when required to publish payload pointing status to telemetry. Stress scenario page 19 shall preserve traceability for buffer 8.,Payload Control,Payload Motion,19,daily_uav_fms_batch_1,functional,medium
STRESS-0077,The payload control function shall hold payload position during automatic mode exit. Stress scenario page 20 shall preserve traceability for buffer 9.,Payload Control,Payload Motion,20,daily_uav_fms_batch_1,functional,medium
STRESS-0078,The system shall maintain the payload motion state when required to hold payload position during automatic mode exit. Stress scenario page 20 shall preserve traceability for buffer 10.,Payload Control,Payload Motion,20,daily_uav_fms_batch_1,functional,medium
STRESS-0079,The payload control function shall log payload constraint violations for maintenance review. Stress scenario page 20 shall preserve traceability for buffer 11.,Payload Control,Payload Motion,20,daily_uav_fms_batch_1,functional,medium
STRESS-0080,The system shall maintain the payload motion state when required to log payload constraint violations for maintenance review. Stress scenario page 20 shall preserve traceability for buffer 12.,Payload Control,Payload Motion,20,daily_uav_fms_batch_1,functional,medium
STRESS-0081,The health monitoring function shall run power-on self-test before enabling mission functions. Stress scenario page 21 shall preserve traceability for buffer 13.,Health Monitoring,Fault Response,21,daily_uav_fms_batch_1,functional,medium
STRESS-0082,The system shall maintain the fault response state when required to run power-on self-test before enabling mission functions. Stress scenario page 21 shall preserve traceability for buffer 14.,Health Monitoring,Fault Response,21,daily_uav_fms_batch_1,functional,medium
STRESS-0083,The health monitoring function shall aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 21 shall preserve traceability for buffer 15.,Health Monitoring,Fault Response,21,daily_uav_fms_batch_1,functional,medium
STRESS-0084,The system shall maintain the fault response state when required to aggregate subsystem health flags into a vehicle readiness output. Stress scenario page 21 shall preserve traceability for buffer 16.,Health Monitoring,Fault Response,21,daily_uav_fms_batch_1,functional,medium
STRESS-0085,The health monitoring function shall raise emergency response when critical health flags are active. Stress scenario page 22 shall preserve traceability for buffer 17.,Health Monitoring,Fault Response,22,daily_uav_fms_batch_1,functional,medium
STRESS-0086,The system shall maintain the fault response state when required to raise emergency response when critical health flags are active. Stress scenario page 22 shall preserve traceability for buffer 1.,Health Monitoring,Fault Response,22,daily_uav_fms_batch_1,functional,medium
STRESS-0087,The health monitoring function shall store health-monitor events in the event log. Stress scenario page 22 shall preserve traceability for buffer 2.,Health Monitoring,Fault Response,22,daily_uav_fms_batch_1,functional,medium
STRESS-0088,The system shall maintain the fault response state when required to store health-monitor events in the event log. Stress scenario page 22 shall preserve traceability for buffer 3.,Health Monitoring,Fault Response,22,daily_uav_fms_batch_1,functional,medium
STRESS-0089,The health monitoring function shall clear transient health flags only after the configured debounce timer. Stress scenario page 23 shall preserve traceability for buffer 4.,Health Monitoring,Fault Response,23,daily_uav_fms_batch_1,functional,medium
STRESS-0090,The system shall maintain the fault response state when required to clear transient health flags only after the configured debounce timer. Stress scenario page 23 shall preserve traceability for buffer 5.,Health Monitoring,Fault Response,23,daily_uav_fms_batch_1,functional,medium
STRESS-0091,The software update function shall verify software update package signature before installation. Stress scenario page 23 shall preserve traceability for buffer 6.,Software Update,Update Safety,23,daily_uav_fms_batch_1,functional,high
STRESS-0092,The system shall maintain the update safety state when required to verify software update package signature before installation. Stress scenario page 23 shall preserve traceability for buffer 7.,Software Update,Update Safety,23,daily_uav_fms_batch_1,functional,high
STRESS-0093,The software update function shall reject update packages with an invalid rollback marker. Stress scenario page 24 shall preserve traceability for buffer 8.,Software Update,Update Safety,24,daily_uav_fms_batch_1,functional,high
STRESS-0094,The system shall maintain the update safety state when required to reject update packages with an invalid rollback marker. Stress scenario page 24 shall preserve traceability for buffer 9.,Software Update,Update Safety,24,daily_uav_fms_batch_1,functional,high
STRESS-0095,The software update function shall preserve the previous software image until post-update self-test passes. Stress scenario page 24 shall preserve traceability for buffer 10.,Software Update,Update Safety,24,daily_uav_fms_batch_1,functional,high
STRESS-0096,The system shall maintain the update safety state when required to preserve the previous software image until post-update self-test passes. Stress scenario page 24 shall preserve traceability for buffer 11.,Software Update,Update Safety,24,daily_uav_fms_batch_1,functional,high
STRESS-0097,The software update function shall block mission launch while update installation is in progress. Stress scenario page 25 shall preserve traceability for buffer 12.,Software Update,Update Safety,25,daily_uav_fms_batch_1,functional,high
STRESS-0098,The system shall maintain the update safety state when required to block mission launch while update installation is in progress. Stress scenario page 25 shall preserve traceability for buffer 13.,Software Update,Update Safety,25,daily_uav_fms_batch_1,functional,high
STRESS-0099,The software update function shall record software update result in the maintenance log. Stress scenario page 25 shall preserve traceability for buffer 14.,Software Update,Update Safety,25,daily_uav_fms_batch_1,functional,high
STRESS-0100,The system shall maintain the update safety state when required to record software update result in the maintenance log. Stress scenario page 25 shall preserve traceability for buffer 15.,Software Update,Update Safety,25,daily_uav_fms_batch_1,functional,high
STRESS-0101,The telemetry function shall generate telemetry frames containing navigation guidance power and health data. Stress scenario page 26 shall preserve traceability for buffer 16.,Telemetry,Reporting,26,daily_uav_fms_batch_1,functional,medium
STRESS-0102,The system shall maintain the reporting state when required to generate telemetry frames containing navigation guidance power and health data. Stress scenario page 26 shall preserve traceability for buffer 17.,Telemetry,Reporting,26,daily_uav_fms_batch_1,functional,medium
STRESS-0103,The telemetry function shall tag telemetry frames with source timestamp and sequence number. Stress scenario page 26 shall preserve traceability for buffer 1.,Telemetry,Reporting,26,daily_uav_fms_batch_1,functional,medium
STRESS-0104,The system shall maintain the reporting state when required to tag telemetry frames with source timestamp and sequence number. Stress scenario page 26 shall preserve traceability for buffer 2.,Telemetry,Reporting,26,daily_uav_fms_batch_1,functional,medium
STRESS-0105,The telemetry function shall drop telemetry frames that exceed the configured payload size. Stress scenario page 27 shall preserve traceability for buffer 3.,Telemetry,Reporting,27,daily_uav_fms_batch_1,functional,medium
STRESS-0106,The system shall maintain the reporting state when required to drop telemetry frames that exceed the configured payload size. Stress scenario page 27 shall preserve traceability for buffer 4.,Telemetry,Reporting,27,daily_uav_fms_batch_1,functional,medium
STRESS-0107,The telemetry function shall publish emergency telemetry immediately after emergency response entry. Stress scenario page 27 shall preserve traceability for buffer 5.,Telemetry,Reporting,27,daily_uav_fms_batch_1,functional,medium
STRESS-0108,The system shall maintain the reporting state when required to publish emergency telemetry immediately after emergency response entry. Stress scenario page 27 shall preserve traceability for buffer 6.,Telemetry,Reporting,27,daily_uav_fms_batch_1,functional,medium
STRESS-0109,The telemetry function shall report active control mode and mission phase to the ground station. Stress scenario page 28 shall preserve traceability for buffer 7.,Telemetry,Reporting,28,daily_uav_fms_batch_1,functional,medium
STRESS-0110,The system shall maintain the reporting state when required to report active control mode and mission phase to the ground station. Stress scenario page 28 shall preserve traceability for buffer 8.,Telemetry,Reporting,28,daily_uav_fms_batch_1,functional,medium
STRESS-0111,The fms function shall compute LNAV path transitions from active flight-plan legs. Stress scenario page 28 shall preserve traceability for buffer 9.,FMS,LNAV VNAV Fuel Displays,28,daily_uav_fms_batch_1,functional,medium
STRESS-0112,The system shall maintain the lnav vnav fuel displays state when required to compute LNAV path transitions from active flight-plan legs. Stress scenario page 28 shall preserve traceability for buffer 10.,FMS,LNAV VNAV Fuel Displays,28,daily_uav_fms_batch_1,functional,medium
STRESS-0113,The fms function shall compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 29 shall preserve traceability for buffer 11.,FMS,LNAV VNAV Fuel Displays,29,daily_uav_fms_batch_1,functional,medium
STRESS-0114,The system shall maintain the lnav vnav fuel displays state when required to compute VNAV targets from altitude constraints and descent path geometry. Stress scenario page 29 shall preserve traceability for buffer 12.,FMS,LNAV VNAV Fuel Displays,29,daily_uav_fms_batch_1,functional,medium
STRESS-0115,The fms function shall integrate fuel remaining with predicted time to destination. Stress scenario page 29 shall preserve traceability for buffer 13.,FMS,LNAV VNAV Fuel Displays,29,daily_uav_fms_batch_1,functional,medium
STRESS-0116,The system shall maintain the lnav vnav fuel displays state when required to integrate fuel remaining with predicted time to destination. Stress scenario page 29 shall preserve traceability for buffer 14.,FMS,LNAV VNAV Fuel Displays,29,daily_uav_fms_batch_1,functional,medium
STRESS-0117,The fms function shall display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 30 shall preserve traceability for buffer 15.,FMS,LNAV VNAV Fuel Displays,30,daily_uav_fms_batch_1,functional,medium
STRESS-0118,The system shall maintain the lnav vnav fuel displays state when required to display active flight-plan leg and lateral deviation to the cockpit display. Stress scenario page 30 shall preserve traceability for buffer 16.,FMS,LNAV VNAV Fuel Displays,30,daily_uav_fms_batch_1,functional,medium
STRESS-0119,The fms function shall record flight-plan edits in the maintenance log. Stress scenario page 30 shall preserve traceability for buffer 17.,FMS,LNAV VNAV Fuel Displays,30,daily_uav_fms_batch_1,functional,medium
STRESS-0120,The system shall maintain the lnav vnav fuel displays state when required to record flight-plan edits in the maintenance log. Stress scenario page 30 shall preserve traceability for buffer 1.,FMS,LNAV VNAV Fuel Displays,30,daily_uav_fms_batch_1,functional,medium
STRESS-0121,The command authentication function shall authenticate uplink commands before execution. Stress scenario page 31 shall preserve traceability for buffer 2.,Command Authentication,Command Security,31,daily_uav_fms_batch_1,functional,high
STRESS-0122,The system shall maintain the command security state when required to authenticate uplink commands before execution. Stress scenario page 31 shall preserve traceability for buffer 3.,Command Authentication,Command Security,31,daily_uav_fms_batch_1,functional,high
STRESS-0123,The command authentication function shall reject commands with stale sequence counters. Stress scenario page 31 shall preserve traceability for buffer 4.,Command Authentication,Command Security,31,daily_uav_fms_batch_1,functional,high
STRESS-0124,The system shall maintain the command security state when required to reject commands with stale sequence counters. Stress scenario page 31 shall preserve traceability for buffer 5.,Command Authentication,Command Security,31,daily_uav_fms_batch_1,functional,high
STRESS-0125,The command authentication function shall log operator identity for every accepted command. Stress scenario page 32 shall preserve traceability for buffer 6.,Command Authentication,Command Security,32,daily_uav_fms_batch_1,functional,high
STRESS-0126,The system shall maintain the command security state when required to log operator identity for every accepted command. Stress scenario page 32 shall preserve traceability for buffer 7.,Command Authentication,Command Security,32,daily_uav_fms_batch_1,functional,high
STRESS-0127,The command authentication function shall validate command freshness against the configured command timer. Stress scenario page 32 shall preserve traceability for buffer 8.,Command Authentication,Command Security,32,daily_uav_fms_batch_1,functional,high
STRESS-0128,The system shall maintain the command security state when required to validate command freshness against the configured command timer. Stress scenario page 32 shall preserve traceability for buffer 9.,Command Authentication,Command Security,32,daily_uav_fms_batch_1,functional,high
STRESS-0129,The command authentication function shall isolate command buffers after authentication failure. Stress scenario page 33 shall preserve traceability for buffer 10.,Command Authentication,Command Security,33,daily_uav_fms_batch_1,functional,high
STRESS-0130,The system shall maintain the command security state when required to isolate command buffers after authentication failure. Stress scenario page 33 shall preserve traceability for buffer 11.,Command Authentication,Command Security,33,daily_uav_fms_batch_1,functional,high
STRESS-0131,The mission management function shall validate uploaded waypoints before storing the mission plan. Stress scenario page 33 shall preserve traceability for buffer 12.,Mission Management,Mission Upload,33,daily_uav_fms_batch_1,functional,medium
STRESS-0132,The system shall maintain the mission upload state when required to validate uploaded waypoints before storing the mission plan. Stress scenario page 33 shall preserve traceability for buffer 13.,Mission Management,Mission Upload,33,daily_uav_fms_batch_1,functional,medium
STRESS-0133,The mission management function shall reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 34 shall preserve traceability for buffer 14.,Mission Management,Mission Upload,34,daily_uav_fms_batch_1,functional,medium
STRESS-0134,The system shall maintain the mission upload state when required to reject mission upload when waypoint count exceeds the configured limit. Stress scenario page 34 shall preserve traceability for buffer 15.,Mission Management,Mission Upload,34,daily_uav_fms_batch_1,functional,medium
STRESS-0135,The mission management function shall preserve the active mission until the new mission passes validation. Stress scenario page 34 shall preserve traceability for buffer 16.,Mission Management,Mission Upload,34,daily_uav_fms_batch_1,functional,medium
STRESS-0136,The system shall maintain the mission upload state when required to preserve the active mission until the new mission passes validation. Stress scenario page 34 shall preserve traceability for buffer 17.,Mission Management,Mission Upload,34,daily_uav_fms_batch_1,functional,medium
STRESS-0137,The mission management function shall set the mission_ready flag after all waypoints are verified. Stress scenario page 35 shall preserve traceability for buffer 1.,Mission Management,Mission Upload,35,daily_uav_fms_batch_1,functional,medium
STRESS-0138,The system shall maintain the mission upload state when required to set the mission_ready flag after all waypoints are verified. Stress scenario page 35 shall preserve traceability for buffer 2.,Mission Management,Mission Upload,35,daily_uav_fms_batch_1,functional,medium
STRESS-0139,The mission management function shall clear the upload buffer after a failed mission transfer. Stress scenario page 35 shall preserve traceability for buffer 3.,Mission Management,Mission Upload,35,daily_uav_fms_batch_1,functional,medium
STRESS-0140,The system shall maintain the mission upload state when required to clear the upload buffer after a failed mission transfer. Stress scenario page 35 shall preserve traceability for buffer 4.,Mission Management,Mission Upload,35,daily_uav_fms_batch_1,functional,medium
STRESS-0141,The navigation function shall compute navigation state from GPS and inertial reference data. Stress scenario page 36 shall preserve traceability for buffer 5.,Navigation,Sensor Fusion,36,daily_uav_fms_batch_1,functional,medium
STRESS-0142,The system shall maintain the sensor fusion state when required to compute navigation state from GPS and inertial reference data. Stress scenario page 36 shall preserve traceability for buffer 6.,Navigation,Sensor Fusion,36,daily_uav_fms_batch_1,functional,medium
